Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
1141, Harvest Moon: Friends of Mineral Town, GBA, 2003, Simulation, Ubisoft, 0.34, 0.11, 0.13, 0.01, 0.5900000000000001
1142, Backyard NBA Basketball, PS2, 2003, Sports, Atari, 0.29, 0.0, 0.22, 0.07, 0.5800000000000001
1143, FIFA Soccer 10, DS, 2009, Sports, Electronic Arts, 0.14, 0.0, 0.37, 0.07, 0.5800000000000001
1144, Kirby's Dream Course, SNES, 1994, Sports, Nintendo, 0.0, 0.59, 0.0, 0.0, 0.59
1145, Doom 3 BFG Edition, PS3, 2012, Shooter, Bethesda Softworks, 0.26, 0.0, 0.22, 0.1, 0.5800000000000001
1146, Mega Man X7, PS2, 2003, Action, Capcom, 0.22, 0.14, 0.17, 0.06, 0.59
1147, Top Spin 3, Wii, 2008, Action, Take-Two Interactive, 0.15, 0.0, 0.37, 0.07, 0.59
1148, Petz Dogz 2, Wii, 2007, Simulation, Ubisoft, 0.53, 0.0, 0.01, 0.04, 0.5800000000000001
1149, SpongeBob SquarePants featuring Nicktoons: Globs of Doom, PS2, 2008, Action, THQ, 0.29, 0.0, 0.22, 0.07, 0.5800000000000001
1150, The Conduit, Wii, 2009, Shooter, Sega, 0.29, 0.0, 0.23, 0.06, 0.5800000000000001
1151, Just Dance 2016, WiiU, 2015, Misc, Ubisoft, 0.28, 0.0, 0.25, 0.05, 0.5800000000000001
1152, Tokimeki Memorial: Forever with You, PS, 1995, Simulation, Konami Digital Entertainment, 0.0, 0.55, 0.0, 0.04, 0.5900000000000001
1153, Diablo, PS, 1997, Role-Playing, Electronic Arts, 0.29, 0.07, 0.19, 0.04, 0.5900000000000001
1154, Cabela's Dangerous Hunts 2011, Wii, 2010, Sports, Activision, 0.53, 0.0, 0.02, 0.04, 0.5900000000000001
1155, NHL 15, PS4, 2014, Sports, Electronic Arts, 0.3, 0.0, 0.18, 0.1, 0.5800000000000001
1156, Q*bert, 2600, 1982, Puzzle, Parker Bros., 0.55, 0.0, 0.03, 0.01, 0.5900000000000001
1157, Romancing SaGa, PS2, 2005, Role-Playing, Square Enix, 0.06, 0.47, 0.04, 0.01, 0.5800000000000001
1158, The Lord of the Rings: The Third Age, PS2, 2004, Role-Playing, Electronic Arts, 0.49, 0.0, 0.02, 0.08, 0.59
1159, Harvest Moon: Sunshine Islands, DS, 2008, Simulation, Rising Star Games, 0.35, 0.17, 0.03, 0.03, 0.58
1160, Trivial Pursuit, Wii, 2009, Misc, Electronic Arts, 0.21, 0.0, 0.31, 0.07, 0.59
1161, The Legend of Spyro: Dawn of the Dragon, Wii, 2008, Platform, Vivendi Games, 0.35, 0.0, 0.18, 0.05, 0.58
1162, The Sims 3: World Adventures, PC, 2009, Simulation, Electronic Arts, 0.02, 0.0, 0.18, 0.39, 0.5900000000000001
1163, Kinect Sports Rivals, XOne, 2014, Sports, Microsoft Game Studios, 0.3, 0.02, 0.22, 0.04, 0.5800000000000001
1164, Rayman Origins, Wii, 2011, Platform, Ubisoft, 0.23, 0.0, 0.29, 0.07, 0.59
1165, WWE 2K16, XOne, 2015, Sports, Take-Two Interactive, 0.31, 0.0, 0.22, 0.05, 0.5800000000000001
1166, Titanfall, PC, 2014, Shooter, Electronic Arts, 0.21, 0.0, 0.3, 0.07, 0.58
1167, NCAA Football 09, PS3, 2008, Sports, Electronic Arts, 0.54, 0.0, 0.0, 0.04, 0.5800000000000001
1168, Tom Clancy's HAWX, X360, 2009, Action, Ubisoft, 0.31, 0.02, 0.19, 0.06, 0.5800000000000001
1169, Sammy Sosa High Heat Baseball 2001, PS, 2000, Sports, 3DO, 0.32, 0.0, 0.22, 0.04, 0.5800000000000001
1170, Frozen: Olaf's Quest, 3DS, 2013, Platform, Disney Interactive Studios, 0.27, 0.0, 0.26, 0.05, 0.5800000000000001
1171, Terminator 3: Rise of the Machines, PS2, 2003, Action, Atari, 0.28, 0.0, 0.22, 0.07, 0.5700000000000001
1172, Transformers: War for Cybertron, X360, 2010, Shooter, Activision, 0.37, 0.0, 0.15, 0.05, 0.5700000000000001
1173, Harvest Moon: The Tale of Two Towns, DS, 2010, Simulation, Natsume, 0.27, 0.22, 0.06, 0.03, 0.5800000000000001
1174, FIFA: Road to  World Cup 98, N64, 1997, Sports, Electronic Arts, 0.15, 0.0, 0.39, 0.03, 0.5700000000000001
1175, World Cup 98, N64, 1998, Sports, Electronic Arts, 0.14, 0.0, 0.4, 0.04, 0.5800000000000001
1176, International Superstar Soccer '98, N64, 1998, Sports, Konami Digital Entertainment, 0.06, 0.19, 0.3, 0.03, 0.5800000000000001
1177, NASCAR: Dirt to Daytona, PS2, 0, Racing, Unknown, 0.28, 0.0, 0.22, 0.07, 0.5700000000000001
1178, Unreal Tournament, PS2, 2000, Shooter, Infogrames, 0.28, 0.0, 0.22, 0.07, 0.5700000000000001
1179, Digimon World 2, PS, 2000, Role-Playing, Namco Bandai Games, 0.23, 0.16, 0.16, 0.04, 0.59
1180, Tales of Phantasia, PS, 1998, Role-Playing, Namco Bandai Games, 0.0, 0.54, 0.0, 0.04, 0.5800000000000001
1181, Prince of Persia: The Two Thrones, XB, 2005, Action, Ubisoft, 0.33, 0.0, 0.22, 0.03, 0.5800000000000001
1182, Xenosaga Episode II: Jenseits von Gut und Böse, PS2, 2004, Role-Playing, Sony Computer Entertainment, 0.28, 0.0, 0.22, 0.07, 0.5700000000000001
1183, Gex: Enter the Gecko, PS, 1998, Platform, BMG Interactive Entertainment, 0.32, 0.0, 0.22, 0.04, 0.5800000000000001
1184, Shrek 2: Beg for Mercy, GBA, 2004, Adventure, Activision, 0.42, 0.0, 0.15, 0.01, 0.58
1185, Mega Man Star Force 2: Zerker x Ninja / Saurian, DS, 2007, Action, Capcom, 0.25, 0.31, 0.0, 0.02, 0.5800000000000001
1186, JoJo's Bizarre Adventure: All Star Battle, PS3, 2013, Fighting, Namco Bandai Games, 0.05, 0.5, 0.02, 0.01, 0.5800000000000001
1187, Petz Nursery, DS, 2009, Simulation, Ubisoft, 0.53, 0.0, 0.0, 0.04, 0.5700000000000001
1188, Contra: Shattered Soldier, PS2, 2002, Shooter, Konami Digital Entertainment, 0.28, 0.0, 0.22, 0.07, 0.5700000000000001
1189, Championship Motocross featuring Ricky Carmichael, PS, 1998, Racing, THQ, 0.32, 0.0, 0.22, 0.04, 0.5800000000000001
1190, Dragon Ball Z: Chou Saiya Densetsu, SNES, 1992, Role-Playing, Namco Bandai Games, 0.0, 0.58, 0.0, 0.0, 0.58
1191, NBA 2K7, X360, 2006, Sports, Take-Two Interactive, 0.53, 0.0, 0.0, 0.04, 0.5700000000000001
1192, WWE 2K16, PS3, 2015, Sports, Take-Two Interactive, 0.21, 0.0, 0.27, 0.09, 0.57
1193, Phoenix Wright: Ace Attorney - Justice for All, DS, 2006, Adventure, Capcom, 0.24, 0.26, 0.05, 0.03, 0.5800000000000001
1194, Fire Emblem: Seisen no Keifu, SNES, 1996, Strategy, Nintendo, 0.0, 0.58, 0.0, 0.0, 0.58
1195, Rock Band 3, PS3, 2010, Misc, MTV Games, 0.43, 0.0, 0.09, 0.06, 0.58
1196, Disgaea 4: A Promise Unforgotten, PS3, 2011, Role-Playing, Nippon Ichi Software, 0.27, 0.14, 0.11, 0.06, 0.5800000000000001
1197, BlazBlue: Calamity Trigger, PS3, 2009, Fighting, PQube, 0.36, 0.06, 0.1, 0.06, 0.58
1198, Tenchu 2: Birth of the Stealth Assassins, PS, 2000, Action, Activision, 0.32, 0.0, 0.22, 0.04, 0.5800000000000001
1199, Tony Hawk's Pro Skater 4, GC, 2002, Sports, Activision, 0.45, 0.0, 0.12, 0.02, 0.59
1200, MLB 11: The Show, PS3, 2011, Sports, Sony Computer Entertainment, 0.54, 0.0, 0.0, 0.04, 0.5800000000000001
1201, Naruto: Uzumaki Chronicles 2, PS2, 2006, Action, Namco Bandai Games, 0.28, 0.0, 0.22, 0.07, 0.5700000000000001
1202, NHL 06, PS2, 2005, Sports, Electronic Arts, 0.48, 0.0, 0.02, 0.08, 0.58
1203, NHL 10, PS3, 2009, Sports, Electronic Arts, 0.38, 0.0, 0.12, 0.07, 0.5700000000000001
1204, Rooms: The Main Building, DS, 2010, Adventure, Nintendo, 0.1, 0.01, 0.41, 0.06, 0.58
1205, Rapala: We Fish, Wii, 2009, Sports, Activision, 0.52, 0.0, 0.02, 0.04, 0.5800000000000001
1206, Parasite Eve II, PS, 1999, Role-Playing, SquareSoft, 0.32, 0.0, 0.22, 0.04, 0.5800000000000001
1207, Tetris Party Deluxe, Wii, 2010, Puzzle, Nintendo, 0.34, 0.02, 0.17, 0.05, 0.5800000000000001
1208, NFL Blitz 2000, N64, 1999, Sports, Midway Games, 0.55, 0.0, 0.02, 0.0, 0.5700000000000001
